experiment_sample_index,digit_label,original_mnist_test_index_0based,original_mnist_test_position_1based,digit_position_within_test_1based,mnist_split,mnist_image_shape,idx_image_byte_offset_uncompressed,idx_label_byte_offset_uncompressed,torchvision_lookup,source_run,predicted_class,inference_correct,mnist_images_file,mnist_labels_file,mnist_images_url,mnist_labels_url
343,7,413,414,44,test,28x28,323808,421,MNIST(train=False)[413],run_20260721_134247,7,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
344,7,415,416,45,test,28x28,325376,423,MNIST(train=False)[415],run_20260721_134247,7,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
346,2,418,419,47,test,28x28,327728,426,MNIST(train=False)[418],run_20260721_134247,2,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
348,4,420,421,48,test,28x28,329296,428,MNIST(train=False)[420],run_20260721_134247,4,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
349,2,421,422,48,test,28x28,330080,429,MNIST(train=False)[421],run_20260721_134247,2,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
350,2,423,424,49,test,28x28,331648,431,MNIST(train=False)[423],run_20260721_134247,2,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
351,0,424,425,35,test,28x28,332432,432,MNIST(train=False)[424],run_20260721_134247,0,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
352,4,425,426,49,test,28x28,333216,433,MNIST(train=False)[425],run_20260721_134247,4,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
354,4,428,429,50,test,28x28,335568,436,MNIST(train=False)[428],run_20260721_134247,4,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
357,5,433,434,45,test,28x28,339488,441,MNIST(train=False)[433],run_20260721_134247,5,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
358,3,437,438,38,test,28x28,342624,445,MNIST(train=False)[437],run_20260721_134247,3,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
359,7,438,439,46,test,28x28,343408,446,MNIST(train=False)[438],run_20260721_134247,7,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
360,6,439,440,35,test,28x28,344192,447,MNIST(train=False)[439],run_20260721_134247,6,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
361,0,440,441,36,test,28x28,344976,448,MNIST(train=False)[440],run_20260721_134247,0,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
362,0,441,442,37,test,28x28,345760,449,MNIST(train=False)[441],run_20260721_134247,0,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
363,3,442,443,39,test,28x28,346544,450,MNIST(train=False)[442],run_20260721_134247,3,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
364,0,443,444,38,test,28x28,347328,451,MNIST(train=False)[443],run_20260721_134247,0,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
365,2,444,445,50,test,28x28,348112,452,MNIST(train=False)[444],run_20260721_134247,2,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
366,6,445,446,36,test,28x28,348896,453,MNIST(train=False)[445],run_20260721_134247,0,false,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
367,6,446,447,37,test,28x28,349680,454,MNIST(train=False)[446],run_20260721_134247,6,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
369,3,449,450,40,test,28x28,352032,457,MNIST(train=False)[449],run_20260721_134247,5,false,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
370,3,450,451,41,test,28x28,352816,458,MNIST(train=False)[450],run_20260721_134247,3,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
371,3,451,452,42,test,28x28,353600,459,MNIST(train=False)[451],run_20260721_134247,3,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
373,3,453,454,43,test,28x28,355168,461,MNIST(train=False)[453],run_20260721_134247,3,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
376,6,457,458,38,test,28x28,358304,465,MNIST(train=False)[457],run_20260721_134247,6,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
377,0,459,460,39,test,28x28,359872,467,MNIST(train=False)[459],run_20260721_134247,1,false,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
378,5,460,461,46,test,28x28,360656,468,MNIST(train=False)[460],run_20260721_134247,5,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
379,6,461,462,39,test,28x28,361440,469,MNIST(train=False)[461],run_20260721_134247,6,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
380,6,462,463,40,test,28x28,362224,470,MNIST(train=False)[462],run_20260721_134247,6,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
381,6,463,464,41,test,28x28,363008,471,MNIST(train=False)[463],run_20260721_134247,6,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
382,3,464,465,44,test,28x28,363792,472,MNIST(train=False)[464],run_20260721_134247,3,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
384,7,468,469,47,test,28x28,366928,476,MNIST(train=False)[468],run_20260721_134247,7,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
385,5,469,470,47,test,28x28,367712,477,MNIST(train=False)[469],run_20260721_134247,5,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
386,6,472,473,42,test,28x28,370064,480,MNIST(train=False)[472],run_20260721_134247,6,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
391,5,478,479,48,test,28x28,374768,486,MNIST(train=False)[478],run_20260721_134247,5,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
393,7,482,483,48,test,28x28,377904,490,MNIST(train=False)[482],run_20260721_134247,7,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
394,5,483,484,49,test,28x28,378688,491,MNIST(train=False)[483],run_20260721_134247,5,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
396,0,485,486,40,test,28x28,380256,493,MNIST(train=False)[485],run_20260721_134247,0,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
398,0,490,491,41,test,28x28,384176,498,MNIST(train=False)[490],run_20260721_134247,0,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
399,5,491,492,50,test,28x28,384960,499,MNIST(train=False)[491],run_20260721_134247,5,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
401,3,493,494,45,test,28x28,386528,501,MNIST(train=False)[493],run_20260721_134247,3,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
402,7,494,495,49,test,28x28,387312,502,MNIST(train=False)[494],run_20260721_134247,7,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
404,0,498,499,42,test,28x28,390448,506,MNIST(train=False)[498],run_20260721_134247,0,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
405,6,499,500,43,test,28x28,391232,507,MNIST(train=False)[499],run_20260721_134247,6,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
406,3,500,501,46,test,28x28,392016,508,MNIST(train=False)[500],run_20260721_134247,3,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
410,3,505,506,47,test,28x28,395936,513,MNIST(train=False)[505],run_20260721_134247,3,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
412,3,507,508,48,test,28x28,397504,515,MNIST(train=False)[507],run_20260721_134247,3,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
413,6,508,509,44,test,28x28,398288,516,MNIST(train=False)[508],run_20260721_134247,6,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
415,7,510,511,50,test,28x28,399856,518,MNIST(train=False)[510],run_20260721_134247,7,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
419,6,514,515,45,test,28x28,402992,522,MNIST(train=False)[514],run_20260721_134247,6,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
420,3,515,516,49,test,28x28,403776,523,MNIST(train=False)[515],run_20260721_134247,3,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
422,6,517,518,46,test,28x28,405344,525,MNIST(train=False)[517],run_20260721_134247,6,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
427,3,524,525,50,test,28x28,410832,532,MNIST(train=False)[524],run_20260721_134247,3,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
428,0,525,526,43,test,28x28,411616,533,MNIST(train=False)[525],run_20260721_134247,0,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
435,6,534,535,47,test,28x28,418672,542,MNIST(train=False)[534],run_20260721_134247,6,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
443,0,545,546,44,test,28x28,427296,553,MNIST(train=False)[545],run_20260721_134247,0,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
444,0,546,547,45,test,28x28,428080,554,MNIST(train=False)[546],run_20260721_134247,0,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
450,0,552,553,46,test,28x28,432784,560,MNIST(train=False)[552],run_20260721_134247,0,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
455,6,559,560,48,test,28x28,438272,567,MNIST(train=False)[559],run_20260721_134247,6,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
456,0,561,562,47,test,28x28,439840,569,MNIST(train=False)[561],run_20260721_134247,0,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
457,0,564,565,48,test,28x28,442192,572,MNIST(train=False)[564],run_20260721_134247,0,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
459,6,566,567,49,test,28x28,443760,574,MNIST(train=False)[566],run_20260721_134247,6,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
460,0,567,568,49,test,28x28,444544,575,MNIST(train=False)[567],run_20260721_134247,0,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
461,6,568,569,50,test,28x28,445328,576,MNIST(train=False)[568],run_20260721_134247,6,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
471,0,581,582,50,test,28x28,455520,589,MNIST(train=False)[581],run_20260721_134247,0,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
